Gesture,Landmarks
None,"[0.462761253118515, 0.8044136166572571, 0.3616541624069214, 0.7084822058677673, 0.2916656732559204, 0.5957933068275452, 0.24698200821876526, 0.48975852131843567, 0.188328355550766, 0.435882031917572, 0.3557424545288086, 0.38079679012298584, 0.449219286441803, 0.30793458223342896, 0.4800393879413605, 0.36430084705352783, 0.47150152921676636, 0.42613935470581055, 0.43739619851112366, 0.3747378885746002, 0.5261901021003723, 0.32509636878967285, 0.544388473033905, 0.3910624384880066, 0.5253525376319885, 0.45474371314048767, 0.5194426774978638, 0.39867573976516724, 0.5993896722793579, 0.3487495183944702, 0.6065208315849304, 0.4174147844314575, 0.5821138024330139, 0.4799889922142029, 0.6013027429580688, 0.4472573697566986, 0.6619565486907959, 0.3970317542552948, 0.6586878895759583, 0.45913052558898926, 0.6321843862533569, 0.51419997215271]"
None,"[0.4728430509567261, 0.8046650886535645, 0.36593130230903625, 0.7080853581428528, 0.294440895318985, 0.5999157428741455, 0.2483331561088562, 0.49426594376564026, 0.1904841661453247, 0.4408358633518219, 0.3573235273361206, 0.3900205194950104, 0.4497275948524475, 0.31304803490638733, 0.4842854142189026, 0.36915871500968933, 0.47745177149772644, 0.43226000666618347, 0.43808040022850037, 0.3797038197517395, 0.5268179774284363, 0.32891881465911865, 0.5463048219680786, 0.3958400785923004, 0.5275460481643677, 0.46006110310554504, 0.5207533240318298, 0.4010416567325592, 0.601429283618927, 0.35104161500930786, 0.6090526580810547, 0.4211256206035614, 0.5846436023712158, 0.4848373234272003, 0.6039379835128784, 0.44849371910095215, 0.6660802960395813, 0.4010424017906189, 0.662001371383667, 0.4652397036552429, 0.6349912881851196, 0.5219212174415588]"
None,"[0.46932822465896606, 0.8183690309524536, 0.36836257576942444, 0.7138103246688843, 0.29710352420806885, 0.5967804193496704, 0.250471830368042, 0.49080297350883484, 0.19158148765563965, 0.4395052492618561, 0.36026448011398315, 0.39204394817352295, 0.4557362496852875, 0.3155601918697357, 0.48720425367355347, 0.3725983202457428, 0.4768490493297577, 0.4372711479663849, 0.44211873412132263, 0.3852315843105316, 0.532525897026062, 0.33117955923080444, 0.5511235594749451, 0.3962448835372925, 0.5299638509750366, 0.4618556499481201, 0.5247185230255127, 0.40788382291793823, 0.6055697202682495, 0.3537309765815735, 0.6130938529968262, 0.4205155372619629, 0.5874062180519104, 0.484270304441452, 0.6069223880767822, 0.4555843472480774, 0.6679048538208008, 0.4022325873374939, 0.6649303436279297, 0.4631795883178711, 0.6379157304763794, 0.5195413827896118]"
None,"[0.48104777932167053, 0.8083966374397278, 0.37579259276390076, 0.7083348035812378, 0.30124956369400024, 0.5937792658805847, 0.25461679697036743, 0.48628321290016174, 0.19736522436141968, 0.43140214681625366, 0.3655715584754944, 0.38810333609580994, 0.4634478986263275, 0.31711816787719727, 0.49271494150161743, 0.37760594487190247, 0.48013219237327576, 0.4425881803035736, 0.4478442668914795, 0.3803524971008301, 0.5389359593391418, 0.33469584584236145, 0.5551108717918396, 0.40200090408325195, 0.5335745811462402, 0.46672922372817993, 0.531242847442627, 0.4042673110961914, 0.6115230917930603, 0.35629117488861084, 0.6171302199363708, 0.42603975534439087, 0.5914642810821533, 0.4891224801540375, 0.6142277121543884, 0.45425671339035034, 0.6740491390228271, 0.4050707519054413, 0.669875979423523, 0.4700351655483246, 0.6431348323822021, 0.526671826839447]"
None,"[0.4746053218841553, 0.8091086149215698, 0.3734881281852722, 0.7068190574645996, 0.3008311092853546, 0.5931766033172607, 0.2535817623138428, 0.4879191815853119, 0.19339755177497864, 0.43507951498031616, 0.3652722239494324, 0.3905904293060303, 0.4663415849208832, 0.3175050914287567, 0.4943965971469879, 0.3793194591999054, 0.47918832302093506, 0.4438971281051636, 0.4482191801071167, 0.38478022813796997, 0.5413474440574646, 0.3366784453392029, 0.556925892829895, 0.4044307470321655, 0.5332094430923462, 0.4671436846256256, 0.5317323803901672, 0.40843063592910767, 0.6141923069953918, 0.35826435685157776, 0.6191264390945435, 0.42809122800827026, 0.5916472673416138, 0.49034592509269714, 0.614309549331665, 0.45642825961112976, 0.674596905708313, 0.4099140167236328, 0.6701748371124268, 0.47390666604042053, 0.641852855682373, 0.529086172580719]"
None,"[0.47780272364616394, 0.808506965637207, 0.37688618898391724, 0.7049944996833801, 0.3045496940612793, 0.5922908782958984, 0.25797101855278015, 0.4877703785896301, 0.20078647136688232, 0.43405747413635254, 0.3704962432384491, 0.3893352150917053, 0.46576371788978577, 0.31693971157073975, 0.49439892172813416, 0.37475770711898804, 0.4815640449523926, 0.4389427602291107, 0.4534236788749695, 0.3848152160644531, 0.5411659479141235, 0.33352601528167725, 0.5571534633636475, 0.39890164136886597, 0.5352360606193542, 0.4629872739315033, 0.5362764000892639, 0.4093358814716339, 0.6151542663574219, 0.35664787888526917, 0.6201475262641907, 0.42394036054611206, 0.5938845276832581, 0.48740601539611816, 0.6177215576171875, 0.4582018256187439, 0.6758610606193542, 0.4093009829521179, 0.6712181568145752, 0.4712376296520233, 0.6443731784820557, 0.5262632369995117]"
None,"[0.47526371479034424, 0.8045375347137451, 0.3745518922805786, 0.7007834911346436, 0.30520230531692505, 0.5902550220489502, 0.25818198919296265, 0.48775407671928406, 0.19950050115585327, 0.4359789788722992, 0.3727363646030426, 0.3885985314846039, 0.46661290526390076, 0.3165227770805359, 0.4963854253292084, 0.3743194341659546, 0.4856932461261749, 0.4379456043243408, 0.4555165767669678, 0.3842813968658447, 0.5421119332313538, 0.3344466984272003, 0.5587250590324402, 0.39989855885505676, 0.5382944345474243, 0.4637669622898102, 0.5378426909446716, 0.40867114067077637, 0.6152665615081787, 0.3588327169418335, 0.6206157803535461, 0.4258922338485718, 0.5952713489532471, 0.48874202370643616, 0.6186738014221191, 0.4576927721500397, 0.6762014031410217, 0.41004860401153564, 0.6719467639923096, 0.47124341130256653, 0.6456947326660156, 0.5257505178451538]"
None,"[0.47986429929733276, 0.8085748553276062, 0.3765961527824402, 0.7036687731742859, 0.3060973882675171, 0.5931112766265869, 0.25820764899253845, 0.48913562297821045, 0.19852328300476074, 0.43740737438201904, 0.3730546832084656, 0.3860371708869934, 0.4701480269432068, 0.3191993832588196, 0.49892306327819824, 0.37751591205596924, 0.4864865243434906, 0.4396304488182068, 0.45586884021759033, 0.3812926411628723, 0.5445510745048523, 0.3356941044330597, 0.5600169897079468, 0.4026806950569153, 0.5383782386779785, 0.4660865366458893, 0.5386173725128174, 0.4067521095275879, 0.6168507933616638, 0.35960638523101807, 0.6212633848190308, 0.4282183349132538, 0.5950878858566284, 0.4913331866264343, 0.619333803653717, 0.45786821842193604, 0.6774182319641113, 0.40942510962486267, 0.6728301644325256, 0.47179171442985535, 0.6461909413337708, 0.5272389650344849]"
None,"[0.4803156852722168, 0.8010855913162231, 0.374796986579895, 0.7017154693603516, 0.30454033613204956, 0.5928312540054321, 0.25859975814819336, 0.4875808358192444, 0.19979271292686462, 0.43588465452194214, 0.37504345178604126, 0.38438713550567627, 0.4693075120449066, 0.3155687153339386, 0.5007047057151794, 0.37203073501586914, 0.4922489523887634, 0.43377193808555603, 0.45689064264297485, 0.3788517117500305, 0.5443408489227295, 0.3342217803001404, 0.5607779026031494, 0.40209829807281494, 0.5408291816711426, 0.4662138819694519, 0.538131833076477, 0.4033079445362091, 0.6162646412849426, 0.35796546936035156, 0.621152400970459, 0.42791426181793213, 0.5956274271011353, 0.49078628420829773, 0.6181318759918213, 0.4531444311141968, 0.6772838830947876, 0.4072377383708954, 0.6726464033126831, 0.470750629901886, 0.6452785730361938, 0.5264477729797363]"
None,"[0.4776744842529297, 0.8062615990638733, 0.37470611929893494, 0.7015194296836853, 0.3058953285217285, 0.5923315286636353, 0.2591818571090698, 0.48951539397239685, 0.20132073760032654, 0.43696561455726624, 0.3727458715438843, 0.38683828711509705, 0.4680432379245758, 0.3192722797393799, 0.498551607131958, 0.376207172870636, 0.4886302351951599, 0.43945905566215515, 0.4541473686695099, 0.3798009157180786, 0.5425833463668823, 0.3355916142463684, 0.5592355132102966, 0.4022917151451111, 0.5389271974563599, 0.46659666299819946, 0.536186695098877, 0.40378057956695557, 0.6151924133300781, 0.357871413230896, 0.6204140782356262, 0.4273979961872101, 0.595011830329895, 0.4906505346298218, 0.6165735125541687, 0.4537210166454315, 0.6755205392837524, 0.4078201651573181, 0.6712979078292847, 0.4705973267555237, 0.6449840068817139, 0.526309072971344]"
None,"[0.4789513349533081, 0.8026614785194397, 0.3755798935890198, 0.7020258903503418, 0.30569344758987427, 0.5909252762794495, 0.25943559408187866, 0.4872089922428131, 0.20120704174041748, 0.4358218312263489, 0.3742665648460388, 0.385936975479126, 0.46969497203826904, 0.31815510988235474, 0.5006241798400879, 0.3752230703830719, 0.49129658937454224, 0.4382926821708679, 0.45528286695480347, 0.3794366121292114, 0.5430508852005005, 0.33460795879364014, 0.5597391128540039, 0.4028238356113434, 0.5394702553749084, 0.4674362540245056, 0.5370748043060303, 0.4032915234565735, 0.6144427061080933, 0.35752999782562256, 0.6199500560760498, 0.42789193987846375, 0.5948641300201416, 0.49097809195518494, 0.617634117603302, 0.4527692198753357, 0.6752210855484009, 0.40612155199050903, 0.6710543632507324, 0.46977725625038147, 0.6448314785957336, 0.5255482196807861]"
None,"[0.4817603528499603, 0.8033058643341064, 0.37795424461364746, 0.703026294708252, 0.30640482902526855, 0.5924757719039917, 0.2601342499256134, 0.48922255635261536, 0.20250511169433594, 0.43599724769592285, 0.3765183985233307, 0.3841196894645691, 0.4705759286880493, 0.3171897232532501, 0.50105220079422, 0.37369927763938904, 0.49190422892570496, 0.4359028935432434, 0.45758727192878723, 0.3780111074447632, 0.5435463786125183, 0.3316658139228821, 0.5608921647071838, 0.39814990758895874, 0.5416972041130066, 0.46295684576034546, 0.5385193824768066, 0.4016371965408325, 0.6153054237365723, 0.3540838360786438, 0.6217731833457947, 0.4238666892051697, 0.59763503074646, 0.4871322810649872, 0.6185497641563416, 0.4512733221054077, 0.6763865351676941, 0.4029157757759094, 0.6730961203575134, 0.46656447649002075, 0.6478869915008545, 0.5226470232009888]"
None,"[0.4811288118362427, 0.8036434650421143, 0.3781837821006775, 0.7025081515312195, 0.3066027760505676, 0.5921512246131897, 0.25993824005126953, 0.4889906942844391, 0.20210781693458557, 0.4358692169189453, 0.3770989179611206, 0.3846096992492676, 0.4713355302810669, 0.31772884726524353, 0.5008482933044434, 0.37501901388168335, 0.49086642265319824, 0.43766117095947266, 0.4585207998752594, 0.3785811960697174, 0.5443341732025146, 0.3329804539680481, 0.561003565788269, 0.39951199293136597, 0.5414665937423706, 0.46423324942588806, 0.5396398901939392, 0.4027368128299713, 0.6159465312957764, 0.3556102514266968, 0.6216953992843628, 0.4251750707626343, 0.5974342226982117, 0.48820653557777405, 0.6195281147956848, 0.45284339785575867, 0.6763643622398376, 0.40450409054756165, 0.6724690794944763, 0.46790486574172974, 0.6471090912818909, 0.5235341787338257]"
None,"[0.4790169596672058, 0.7998476028442383, 0.37403303384780884, 0.7022439241409302, 0.30505967140197754, 0.5967838764190674, 0.2623973488807678, 0.49268242716789246, 0.20789647102355957, 0.43724626302719116, 0.3805885910987854, 0.38754308223724365, 0.4721883237361908, 0.32106441259384155, 0.4998347759246826, 0.37708303332328796, 0.48865094780921936, 0.4388578534126282, 0.4611441195011139, 0.3823449909687042, 0.545986533164978, 0.3376447558403015, 0.5600955486297607, 0.40388819575309753, 0.5395325422286987, 0.467730313539505, 0.5412160158157349, 0.40798133611679077, 0.6171146035194397, 0.36083632707595825, 0.621110737323761, 0.42969027161598206, 0.5961721539497375, 0.49247002601623535, 0.6197587251663208, 0.45968133211135864, 0.6772618293762207, 0.41313105821609497, 0.6721621751785278, 0.47498011589050293, 0.6461634039878845, 0.5301597714424133]"
None,"[0.4741775095462799, 0.8151717185974121, 0.3745904266834259, 0.711297333240509, 0.30641302466392517, 0.6023038029670715, 0.2628738284111023, 0.49796104431152344, 0.20866179466247559, 0.43832293152809143, 0.3762195408344269, 0.3929915428161621, 0.4706382751464844, 0.32341670989990234, 0.5038480758666992, 0.3747360110282898, 0.4975148141384125, 0.43484583497047424, 0.4570334553718567, 0.38753217458724976, 0.5452378988265991, 0.3421802222728729, 0.5624085664749146, 0.4086633026599884, 0.542310357093811, 0.47297555208206177, 0.5381201505661011, 0.4127078056335449, 0.617618978023529, 0.36601895093917847, 0.6234493851661682, 0.43447166681289673, 0.5982071757316589, 0.4970840811729431, 0.6179717779159546, 0.4636133313179016, 0.6773268580436707, 0.4158419668674469, 0.6731869578361511, 0.47642630338668823, 0.6468560695648193, 0.5309109687805176]"
None,"[0.4698539078235626, 0.8355415463447571, 0.3744942843914032, 0.7251881957054138, 0.3094325661659241, 0.607561469078064, 0.26724764704704285, 0.500636875629425, 0.21276339888572693, 0.4387626349925995, 0.375933974981308, 0.3983289301395416, 0.47151145339012146, 0.3249210715293884, 0.5065357685089111, 0.373632550239563, 0.5022264719009399, 0.4306989908218384, 0.455525279045105, 0.39716917276382446, 0.5463765859603882, 0.34347712993621826, 0.5654636025428772, 0.4080723226070404, 0.5452110171318054, 0.47176262736320496, 0.5350404381752014, 0.4247238039970398, 0.6185849905014038, 0.37353193759918213, 0.6259242296218872, 0.4396994709968567, 0.6002960205078125, 0.5005847811698914, 0.6143189668655396, 0.4770476520061493, 0.6780976057052612, 0.4247837960720062, 0.6743729114532471, 0.48440247774124146, 0.6471830606460571, 0.5378296971321106]"
None,"[0.47269174456596375, 0.8337432146072388, 0.373943567276001, 0.7252740263938904, 0.3075982928276062, 0.6078242063522339, 0.2653176188468933, 0.5002093315124512, 0.2101469337940216, 0.4389525055885315, 0.37495070695877075, 0.40169692039489746, 0.468153715133667, 0.3271022439002991, 0.5044721961021423, 0.375324010848999, 0.5013251304626465, 0.4317420721054077, 0.45332491397857666, 0.39915400743484497, 0.5433604717254639, 0.34682637453079224, 0.562545120716095, 0.4122358560562134, 0.541419267654419, 0.474870890378952, 0.5330774188041687, 0.4248025119304657, 0.6170911192893982, 0.371337354183197, 0.6248690485954285, 0.44006243348121643, 0.5985825061798096, 0.5016359686851501, 0.6134753823280334, 0.4755787253379822, 0.6771264672279358, 0.4224640727043152, 0.6728318333625793, 0.4841616153717041, 0.6442275047302246, 0.5387017130851746]"
None,"[0.441064715385437, 0.8789638876914978, 0.36499977111816406, 0.7505143880844116, 0.3185303807258606, 0.6111071109771729, 0.29287195205688477, 0.49274420738220215, 0.25692421197891235, 0.41155123710632324, 0.38458457589149475, 0.41121792793273926, 0.5060281157493591, 0.3398739993572235, 0.5400377511978149, 0.3961767852306366, 0.5286526679992676, 0.45599564909935, 0.4505774974822998, 0.4260072410106659, 0.5747246146202087, 0.3791810870170593, 0.5901436805725098, 0.44806453585624695, 0.5625866651535034, 0.5058532357215881, 0.5212510824203491, 0.47203606367111206, 0.6349980235099792, 0.4193763732910156, 0.63715660572052, 0.48861730098724365, 0.6058824062347412, 0.542233407497406, 0.594302237033844, 0.5415189862251282, 0.6825046539306641, 0.4798799753189087, 0.6725638508796692, 0.5420334339141846, 0.6373425722122192, 0.5925575494766235]"
None,"[0.44388842582702637, 0.8727551102638245, 0.3649372160434723, 0.7467778325080872, 0.3185719847679138, 0.6101021766662598, 0.2934104800224304, 0.49150675535202026, 0.2568661868572235, 0.4087522029876709, 0.3805897533893585, 0.4082900583744049, 0.5015945434570312, 0.3480733633041382, 0.5374470353126526, 0.3976290225982666, 0.527207612991333, 0.45229414105415344, 0.4498559236526489, 0.42309144139289856, 0.5701408386230469, 0.38013771176338196, 0.5871399641036987, 0.4467424750328064, 0.5561175346374512, 0.5041727423667908, 0.5221391916275024, 0.46626588702201843, 0.635405421257019, 0.4152712821960449, 0.6393935084342957, 0.484514057636261, 0.6042107939720154, 0.540006697177887, 0.5958782434463501, 0.5330568552017212, 0.6836451292037964, 0.4749228060245514, 0.6771842241287231, 0.5362609624862671, 0.6411385536193848, 0.586330771446228]"
None,"[0.43611645698547363, 0.8725402355194092, 0.37265709042549133, 0.7323147654533386, 0.34349918365478516, 0.5806136727333069, 0.3197394907474518, 0.46010151505470276, 0.28102636337280273, 0.3929145932197571, 0.3877606987953186, 0.41060924530029297, 0.5310189723968506, 0.35548511147499084, 0.5495619177818298, 0.4195289611816406, 0.519142746925354, 0.47570493817329407, 0.44746485352516174, 0.43567633628845215, 0.5895407199859619, 0.3977782130241394, 0.5946279764175415, 0.4686685800552368, 0.555385172367096, 0.5193570852279663, 0.511793315410614, 0.4907752275466919, 0.641923189163208, 0.44480210542678833, 0.6387174725532532, 0.5164247751235962, 0.5980998873710632, 0.5629041194915771, 0.5782298445701599, 0.5662348866462708, 0.6828821301460266, 0.5179586410522461, 0.6703397631645203, 0.5818029642105103, 0.6282140612602234, 0.6251224279403687]"
Stop,"[0.03046470880508423, 0.8191253542900085, 0.09753859043121338, 0.7458285093307495, 0.15805396437644958, 0.6496469974517822, 0.20250259339809418, 0.5643383264541626, 0.2395961582660675, 0.5092148780822754, 0.13099560141563416, 0.6964011192321777, 0.1267610788345337, 0.6252495050430298, 0.11910192668437958, 0.5835239887237549, 0.1159476786851883, 0.556166410446167, 0.07448817789554596, 0.7041981220245361, 0.055823348462581635, 0.6165614128112793, 0.042682234197854996, 0.5493226647377014, 0.03571081534028053, 0.5053735971450806, 0.025288645178079605, 0.7067536115646362, 0.011558964848518372, 0.6131851077079773, -0.0007713809609413147, 0.5410416126251221, -0.006024301052093506, 0.4903339743614197, -0.015024818480014801, 0.7115596532821655, -0.02925148606300354, 0.6421173810958862, -0.03292077034711838, 0.5949142575263977, -0.02931278944015503, 0.5626078248023987]"
Stop,"[0.012191236019134521, 0.8385671973228455, 0.07837396115064621, 0.7540217638015747, 0.14294525980949402, 0.642520546913147, 0.18905508518218994, 0.5516699552536011, 0.23114615678787231, 0.48730260133743286, 0.11990424990653992, 0.6883619427680969, 0.15036602318286896, 0.5948600172996521, 0.16568121314048767, 0.5247157216072083, 0.1765153706073761, 0.4761847257614136, 0.0550757572054863, 0.6962806582450867, 0.054004915058612823, 0.6037625074386597, 0.04285994917154312, 0.5465091466903687, 0.03262907639145851, 0.5107135772705078, -0.005391538143157959, 0.7136601805686951, -0.012630894780158997, 0.6216098666191101, -0.023419611155986786, 0.5680575966835022, -0.029079176485538483, 0.5276338458061218, -0.058694057166576385, 0.7427268624305725, -0.07594119757413864, 0.6704502105712891, -0.08088477700948715, 0.6341415643692017, -0.07907987385988235, 0.6104098558425903]"
Stop,"[0.0157853402197361, 0.8632998466491699, 0.09018126875162125, 0.7716900706291199, 0.1524660587310791, 0.6432181596755981, 0.20201584696769714, 0.5380734205245972, 0.25390899181365967, 0.4720010459423065, 0.10395896434783936, 0.6679224371910095, 0.10242441296577454, 0.5454140901565552, 0.09433870017528534, 0.4605877995491028, 0.08531604707241058, 0.39298689365386963, 0.042192209511995316, 0.679811954498291, 0.03054054081439972, 0.5563461184501648, 0.024225009605288506, 0.4649767577648163, 0.017972715198993683, 0.3947831988334656, -0.013978660106658936, 0.7061697244644165, -0.026616133749485016, 0.5918630957603455, -0.03195355087518692, 0.5101112127304077, -0.0346529558300972, 0.44456934928894043, -0.060580067336559296, 0.7438542246818542, -0.07669094949960709, 0.662253737449646, -0.08381151407957077, 0.6034208536148071, -0.08894523233175278, 0.5553598403930664]"
Stop,"[0.005329366773366928, 0.8430518507957458, 0.104374960064888, 0.7500431537628174, 0.17180262506008148, 0.6173123121261597, 0.22635187208652496, 0.5159420967102051, 0.29421377182006836, 0.4569879472255707, 0.09476901590824127, 0.6063075661659241, 0.0883684977889061, 0.4982515573501587, 0.087120920419693, 0.42486464977264404, 0.08651506900787354, 0.36677488684654236, 0.03496623784303665, 0.6371145844459534, 0.026341203600168228, 0.5281682014465332, 0.0248912051320076, 0.44813770055770874, 0.02569533884525299, 0.3829147219657898, -0.023212969303131104, 0.6744245886802673, -0.029291152954101562, 0.578589141368866, -0.035350002348423004, 0.4998287558555603, -0.03522172570228577, 0.4377349615097046, -0.0657438263297081, 0.7164788246154785, -0.07962380349636078, 0.6431885957717896, -0.08760671317577362, 0.5826703310012817, -0.08714210987091064, 0.5253520607948303]"
Stop,"[0.016265656799077988, 0.8343961834907532, 0.11018121242523193, 0.7609245777130127, 0.18130607903003693, 0.6219542026519775, 0.24215203523635864, 0.5215736627578735, 0.31025028228759766, 0.4648229777812958, 0.0996030867099762, 0.5866476893424988, 0.09630205482244492, 0.48157554864883423, 0.09188365191221237, 0.4144502282142639, 0.08747674524784088, 0.357105553150177, 0.0332271009683609, 0.6101928949356079, 0.03272148594260216, 0.5146646499633789, 0.030067376792430878, 0.45475316047668457, 0.0278482623398304, 0.39934489130973816, -0.028315022587776184, 0.6474186182022095, -0.02674204856157303, 0.561917781829834, -0.02360031008720398, 0.5233790278434753, -0.019527092576026917, 0.48653411865234375, -0.07619298249483109, 0.6896687746047974, -0.08128160983324051, 0.6208653450012207, -0.07662887126207352, 0.5913980603218079, -0.06723522394895554, 0.5624504089355469]"
None,"[-0.0363999679684639, 0.815886378288269, 0.07963190972805023, 0.7778690457344055, 0.1743607521057129, 0.6503045558929443, 0.24855925142765045, 0.5370113253593445, 0.3244616389274597, 0.4794084429740906, 0.0990089625120163, 0.4974997639656067, 0.10991698503494263, 0.3976782560348511, 0.10666269809007645, 0.4630892872810364, 0.10533401370048523, 0.5048537254333496, 0.03287534415721893, 0.49550914764404297, 0.0408143475651741, 0.40290987491607666, 0.0466279461979866, 0.5249394178390503, 0.05055248364806175, 0.5844559073448181, -0.03235427290201187, 0.5082721710205078, -0.020162932574748993, 0.4341180622577667, -0.007998190820217133, 0.5474517941474915, -0.0003580823540687561, 0.6009646654129028, -0.0888877809047699, 0.5279827117919922, -0.07023531198501587, 0.4626607894897461, -0.05677269399166107, 0.5412607192993164, -0.04728132486343384, 0.5868803262710571]"
None,"[-0.006860785186290741, 0.808078408241272, 0.0938686653971672, 0.7957660555839539, 0.19776418805122375, 0.6601494550704956, 0.27506518363952637, 0.5439857244491577, 0.34641751646995544, 0.4892863631248474, 0.12555815279483795, 0.4798145592212677, 0.1408449113368988, 0.37444764375686646, 0.12820690870285034, 0.46817684173583984, 0.11456940323114395, 0.56368488073349, 0.04789593070745468, 0.4677742123603821, 0.05092424526810646, 0.37502360343933105, 0.05168048292398453, 0.5180112719535828, 0.053053319454193115, 0.6139185428619385, -0.025146551430225372, 0.47199809551239014, -0.022496767342090607, 0.40847209095954895, -0.0026651322841644287, 0.5460432171821594, 0.010150093585252762, 0.6355650424957275, -0.09274204820394516, 0.49081769585609436, -0.08657068759202957, 0.43177202343940735, -0.061715491116046906, 0.5329188108444214, -0.04392974078655243, 0.606393575668335]"
None,"[-0.017799347639083862, 0.8443408608436584, 0.10382695496082306, 0.7872132062911987, 0.20340314507484436, 0.6578893661499023, 0.2777142822742462, 0.5400089621543884, 0.3428790271282196, 0.48417899012565613, 0.12217366695404053, 0.4794630706310272, 0.14568227529525757, 0.3634178042411804, 0.13030928373336792, 0.48827385902404785, 0.10920191556215286, 0.5853925347328186, 0.05015631020069122, 0.46567490696907043, 0.07088446617126465, 0.3681586682796478, 0.06612373143434525, 0.5249463319778442, 0.05241211876273155, 0.6159809827804565, -0.02005857229232788, 0.47645682096481323, 0.00012187659740447998, 0.38654786348342896, 0.013732485473155975, 0.5252600312232971, 0.009529441595077515, 0.6159670352935791, -0.09013550728559494, 0.5068067908287048, -0.06993008404970169, 0.4236915409564972, -0.044230736792087555, 0.5176532864570618, -0.03612285107374191, 0.5861462354660034]"
None,"[-0.01286066323518753, 0.8555464148521423, 0.09919171035289764, 0.8035411834716797, 0.201370507478714, 0.6662558913230896, 0.27319592237472534, 0.5449095368385315, 0.3348337411880493, 0.4834434390068054, 0.11669693887233734, 0.4818112850189209, 0.14240224659442902, 0.3660109043121338, 0.12888917326927185, 0.488136887550354, 0.10888359695672989, 0.5889492034912109, 0.035977110266685486, 0.4723634123802185, 0.05910264700651169, 0.3674052953720093, 0.05923062562942505, 0.5231302380561829, 0.051241133362054825, 0.6259604692459106, -0.03643834590911865, 0.4836215376853943, -0.015722990036010742, 0.39242076873779297, 0.0013222694396972656, 0.5302978754043579, 0.0012526139616966248, 0.6319159269332886, -0.10604414343833923, 0.5117670297622681, -0.08158521354198456, 0.4265405535697937, -0.05741289258003235, 0.5170561671257019, -0.04979528486728668, 0.5951103568077087]"
Stop,"[0.05558253079652786, 0.8847432136535645, 0.1338786631822586, 0.8182973861694336, 0.19575099647045135, 0.688488245010376, 0.2412884533405304, 0.5754370093345642, 0.29824331402778625, 0.5046369433403015, 0.15576046705245972, 0.7015892267227173, 0.1671624481678009, 0.578932523727417, 0.16923828423023224, 0.49685370922088623, 0.17081758379936218, 0.4289795160293579, 0.09337696433067322, 0.7092329859733582, 0.0954698845744133, 0.5859829783439636, 0.09484617412090302, 0.4988902807235718, 0.09498444944620132, 0.42905089259147644, 0.03130459040403366, 0.733581006526947, 0.025536634027957916, 0.6192793846130371, 0.020781144499778748, 0.5310802459716797, 0.020103126764297485, 0.45651155710220337, -0.0238209068775177, 0.767766535282135, -0.04072101414203644, 0.6745505928993225, -0.051771506667137146, 0.605793297290802, -0.060254186391830444, 0.5463728904724121]"
Stop,"[0.05558253079652786, 0.8847432136535645, 0.1338786631822586, 0.8182973861694336, 0.19575099647045135, 0.688488245010376, 0.2412884533405304, 0.5754370093345642, 0.29824331402778625, 0.5046369433403015, 0.15576046705245972, 0.7015892267227173, 0.1671624481678009, 0.578932523727417, 0.16923828423023224, 0.49685370922088623, 0.17081758379936218, 0.4289795160293579, 0.09337696433067322, 0.7092329859733582, 0.0954698845744133, 0.5859829783439636, 0.09484617412090302, 0.4988902807235718, 0.09498444944620132, 0.42905089259147644, 0.03130459040403366, 0.733581006526947, 0.025536634027957916, 0.6192793846130371, 0.020781144499778748, 0.5310802459716797, 0.020103126764297485, 0.45651155710220337, -0.0238209068775177, 0.767766535282135, -0.04072101414203644, 0.6745505928993225, -0.051771506667137146, 0.605793297290802, -0.060254186391830444, 0.5463728904724121, -0.005533725023269653, 0.9252032041549683, 0.09419792890548706, 0.8625143766403198, 0.17896310985088348, 0.7036271691322327, 0.23307912051677704, 0.5757445693016052, 0.29058510065078735, 0.49329665303230286, 0.10661570727825165, 0.533198893070221, 0.14133302867412567, 0.416772723197937, 0.13627541065216064, 0.5364242792129517, 0.12630601227283478, 0.6308150291442871, 0.028012532740831375, 0.532941460609436, 0.05836126580834389, 0.4239802360534668, 0.061832331120967865, 0.5759187936782837, 0.05624997988343239, 0.6820914149284363, -0.04755353927612305, 0.5494813323020935, -0.02184845507144928, 0.46657323837280273, -0.004406832158565521, 0.6038748025894165, -0.0010038316249847412, 0.7028710842132568, -0.11677224934101105, 0.5810667872428894, -0.08787842094898224, 0.5018123984336853, -0.06748497486114502, 0.5896497964859009, -0.06253015995025635, 0.6635887026786804]"
Stop,"[0.07669898122549057, 0.9662132263183594, 0.13869546353816986, 0.8708169460296631, 0.18322288990020752, 0.7321334481239319, 0.21351554989814758, 0.6136406660079956, 0.26030340790748596, 0.5293985605239868, 0.15229040384292603, 0.7660033106803894, 0.14395184814929962, 0.6230072975158691, 0.13332363963127136, 0.5339471101760864, 0.12646988034248352, 0.46186307072639465, 0.09821589291095734, 0.7952197790145874, 0.08315052837133408, 0.6581518650054932, 0.07255495339632034, 0.559503436088562, 0.06693758070468903, 0.4835251271724701, 0.04129406809806824, 0.8343764543533325, 0.021048203110694885, 0.7125319242477417, 0.0074058473110198975, 0.6175553798675537, 0.0008708909153938293, 0.5410926342010498, -0.014588281512260437, 0.8796446919441223, -0.04479212313890457, 0.7820512056350708, -0.05992766469717026, 0.7113265991210938, -0.07302499562501907, 0.6519387364387512]"
